State,City,UnleadedPetrol,PremiumUnleadedPetrol,UnleadedPetrol E10,UnleadedPetrol 98,Diesel,BiodieselB5,Date
QUEENSLAND,GLADSTONE,245.49,254.20,N/A,N/A,285.69,N/A,2026-03-21
QUEENSLAND,MACKAY,245.89,N/A,N/A,N/A,285.60,N/A,2026-03-21
QUEENSLAND,TOWNSVILLE,245.45,255.85,N/A,271.95,286.90,N/A,2026-03-21
QUEENSLAND,WEIPA,268.38,N/A,N/A,N/A,296.91,N/A,2026-03-21
SOUTH AUSTRALIA,ADELAIDE,240.28,250.01,242.14,264.89,283.68,N/A,2026-03-21
SOUTH AUSTRALIA,PORT LINCOLN,248.01,N/A,N/A,274.75,291.29,N/A,2026-03-21
TASMANIA,DEVONPORT,241.46,254.29,N/A,N/A,285.88,N/A,2026-03-21
TASMANIA,HOBART,241.55,254.34,N/A,269.92,285.22,N/A,2026-03-21
VICTORIA,GEELONG,238.01,248.26,N/A,262.50,282.08,N/A,2026-03-21
VICTORIA,MELBOURNE,238.01,248.26,239.31,262.50,282.08,N/A,2026-03-21
WESTERN AUSTRALIA,BROOME,283.53,294.79,N/A,N/A,313.42,N/A,2026-03-21
WESTERN AUSTRALIA,COCOS Island,N/A,456.64,N/A,N/A,322.20,N/A,2026-03-21
WESTERN AUSTRALIA,DAMPIER,N/A,N/A,N/A,N/A,303.77,N/A,2026-03-21
WESTERN AUSTRALIA,ESPERANCE,N/A,N/A,N/A,N/A,288.50,N/A,2026-03-21
WESTERN AUSTRALIA,KING BAY,N/A,N/A,N/A,N/A,303.77,N/A,2026-03-21
WESTERN AUSTRALIA,PERTH,240.11,254.49,N/A,268.55,282.56,N/A,2026-03-21
WESTERN AUSTRALIA,PORT HEDLAND,N/A,N/A,N/A,N/A,310.74,N/A,2026-03-21
NEW SOUTH WALES,NEWCASTLE,N/A,N/A,N/A,N/A,276.01,N/A,2026-03-20
NEW SOUTH WALES,SYDNEY,235.51,245.83,235.95,259.52,275.89,N/A,2026-03-20
NORTHERN TERRITORY,DARWIN,239.78,252.26,N/A,N/A,281.66,N/A,2026-03-20
QUEENSLAND,BRISBANE,233.92,244.15,235.22,258.07,274.81,278.42,2026-03-20
QUEENSLAND,CAIRNS,240.77,255.29,N/A,N/A,280.19,N/A,2026-03-20
QUEENSLAND,GLADSTONE,240.49,249.17,N/A,N/A,278.62,N/A,2026-03-20
QUEENSLAND,MACKAY,240.90,N/A,N/A,N/A,278.53,N/A,2026-03-20
QUEENSLAND,TOWNSVILLE,240.47,250.82,N/A,266.92,279.83,N/A,2026-03-20
QUEENSLAND,WEIPA,263.41,N/A,N/A,N/A,289.84,N/A,2026-03-20
SOUTH AUSTRALIA,ADELAIDE,235.30,244.98,237.16,259.85,276.60,N/A,2026-03-20
SOUTH AUSTRALIA,PORT LINCOLN,243.02,N/A,N/A,269.71,284.22,N/A,2026-03-20
TASMANIA,DEVONPORT,236.49,249.28,N/A,N/A,278.81,N/A,2026-03-20
TASMANIA,HOBART,236.58,249.34,N/A,264.89,278.15,N/A,2026-03-20
VICTORIA,GEELONG,233.02,243.24,N/A,257.48,275.01,N/A,2026-03-20
VICTORIA,MELBOURNE,233.02,243.24,234.32,257.48,275.01,N/A,2026-03-20
WESTERN AUSTRALIA,BROOME,278.54,289.75,N/A,N/A,306.35,N/A,2026-03-20
WESTERN AUSTRALIA,COCOS Island,N/A,452.08,N/A,N/A,315.77,N/A,2026-03-20
WESTERN AUSTRALIA,DAMPIER,N/A,N/A,N/A,N/A,296.69,N/A,2026-03-20
WESTERN AUSTRALIA,ESPERANCE,N/A,N/A,N/A,N/A,281.42,N/A,2026-03-20
WESTERN AUSTRALIA,KING BAY,N/A,N/A,N/A,N/A,296.69,N/A,2026-03-20
WESTERN AUSTRALIA,PERTH,235.13,249.47,N/A,263.53,275.47,N/A,2026-03-20
WESTERN AUSTRALIA,PORT HEDLAND,N/A,N/A,N/A,N/A,303.63,N/A,2026-03-20
NEW SOUTH WALES,NEWCASTLE,N/A,N/A,N/A,N/A,275.47,N/A,2026-03-19
NEW SOUTH WALES,SYDNEY,235.11,245.23,235.58,258.94,275.35,N/A,2026-03-19
NORTHERN TERRITORY,DARWIN,239.37,251.67,N/A,N/A,281.12,N/A,2026-03-19
QUEENSLAND,BRISBANE,233.51,243.54,234.83,257.47,274.27,278.22,2026-03-19
QUEENSLAND,CAIRNS,240.37,254.69,N/A,N/A,279.65,N/A,2026-03-19
QUEENSLAND,GLADSTONE,240.11,248.58,N/A,N/A,278.08,N/A,2026-03-19
QUEENSLAND,MACKAY,240.50,N/A,N/A,N/A,277.99,N/A,2026-03-19
QUEENSLAND,TOWNSVILLE,240.08,250.22,N/A,266.31,279.29,N/A,2026-03-19
QUEENSLAND,WEIPA,263.02,N/A,N/A,N/A,289.31,N/A,2026-03-19
SOUTH AUSTRALIA,ADELAIDE,234.91,244.39,236.75,259.26,276.03,N/A,2026-03-19
SOUTH AUSTRALIA,PORT LINCOLN,242.63,N/A,N/A,269.12,283.68,N/A,2026-03-19
TASMANIA,DEVONPORT,236.09,248.69,N/A,N/A,278.28,N/A,2026-03-19
TASMANIA,HOBART,236.18,248.74,N/A,264.31,277.62,N/A,2026-03-19
VICTORIA,GEELONG,232.64,242.66,N/A,256.89,274.47,N/A,2026-03-19
VICTORIA,MELBOURNE,232.64,242.66,233.95,256.89,274.47,N/A,2026-03-19
WESTERN AUSTRALIA,BROOME,278.15,289.17,N/A,N/A,305.82,N/A,2026-03-19
WESTERN AUSTRALIA,COCOS Island,N/A,451.53,N/A,N/A,315.28,N/A,2026-03-19
WESTERN AUSTRALIA,DAMPIER,N/A,N/A,N/A,N/A,296.15,N/A,2026-03-19
WESTERN AUSTRALIA,ESPERANCE,N/A,N/A,N/A,N/A,280.89,N/A,2026-03-19
WESTERN AUSTRALIA,KING BAY,N/A,N/A,N/A,N/A,296.15,N/A,2026-03-19
WESTERN AUSTRALIA,PERTH,234.73,248.86,N/A,262.92,274.92,N/A,2026-03-19
WESTERN AUSTRALIA,PORT HEDLAND,N/A,N/A,N/A,N/A,303.08,N/A,2026-03-19
NEW SOUTH WALES,NEWCASTLE,N/A,N/A,N/A,N/A,275.03,N/A,2026-03-18
NEW SOUTH WALES,SYDNEY,234.56,244.48,235.03,258.19,274.91,N/A,2026-03-18
NORTHERN TERRITORY,DARWIN,238.81,250.89,N/A,N/A,280.68,N/A,2026-03-18
QUEENSLAND,BRISBANE,232.96,242.78,234.28,256.72,273.83,277.83,2026-03-18
QUEENSLAND,CAIRNS,239.82,253.94,N/A,N/A,279.21,N/A,2026-03-18
QUEENSLAND,GLADSTONE,239.55,247.82,N/A,N/A,277.64,N/A,2026-03-18
QUEENSLAND,MACKAY,239.94,N/A,N/A,N/A,277.55,N/A,2026-03-18
QUEENSLAND,TOWNSVILLE,239.53,249.46,N/A,265.56,278.85,N/A,2026-03-18
QUEENSLAND,WEIPA,262.47,N/A,N/A,N/A,288.88,N/A,2026-03-18
SOUTH AUSTRALIA,ADELAIDE,234.34,243.62,236.21,258.50,275.59,N/A,2026-03-18
SOUTH AUSTRALIA,PORT LINCOLN,242.08,N/A,N/A,268.36,283.25,N/A,2026-03-18
TASMANIA,DEVONPORT,235.54,247.93,N/A,N/A,277.84,N/A,2026-03-18
TASMANIA,HOBART,235.63,247.98,N/A,263.56,277.18,N/A,2026-03-18
VICTORIA,GEELONG,232.09,241.90,N/A,256.14,274.03,N/A,2026-03-18
VICTORIA,MELBOURNE,232.09,241.90,233.40,256.14,274.03,N/A,2026-03-18
WESTERN AUSTRALIA,BROOME,277.66,288.48,N/A,N/A,305.39,N/A,2026-03-18
WESTERN AUSTRALIA,COCOS Island,N/A,450.84,N/A,N/A,314.88,N/A,2026-03-18
WESTERN AUSTRALIA,DAMPIER,N/A,N/A,N/A,N/A,295.71,N/A,2026-03-18
WESTERN AUSTRALIA,ESPERANCE,N/A,N/A,N/A,N/A,280.45,N/A,2026-03-18
WESTERN AUSTRALIA,KING BAY,N/A,N/A,N/A,N/A,295.71,N/A,2026-03-18
WESTERN AUSTRALIA,PERTH,234.18,248.11,N/A,262.17,274.47,N/A,2026-03-18
WESTERN AUSTRALIA,PORT HEDLAND,N/A,N/A,N/A,N/A,302.65,N/A,2026-03-18
NEW SOUTH WALES,NEWCASTLE,N/A,N/A,N/A,N/A,268.02,N/A,2026-03-17
NEW SOUTH WALES,SYDNEY,229.14,238.87,229.59,252.58,267.89,N/A,2026-03-17
NORTHERN TERRITORY,DARWIN,233.37,245.27,N/A,N/A,273.65,N/A,2026-03-17
QUEENSLAND,BRISBANE,227.51,237.15,228.83,251.09,266.78,271.14,2026-03-17
QUEENSLAND,CAIRNS,234.38,248.30,N/A,N/A,272.20,N/A,2026-03-17
QUEENSLAND,GLADSTONE,234.10,242.19,N/A,N/A,270.62,N/A,2026-03-17
QUEENSLAND,MACKAY,234.52,N/A,N/A,N/A,270.53,N/A,2026-03-17
QUEENSLAND,TOWNSVILLE,234.08,243.84,N/A,259.94,271.83,N/A,2026-03-17
QUEENSLAND,WEIPA,257.05,N/A,N/A,N/A,281.85,N/A,2026-03-17
SOUTH AUSTRALIA,ADELAIDE,228.90,238.00,230.77,252.88,268.57,N/A,2026-03-17
SOUTH AUSTRALIA,PORT LINCOLN,236.64,N/A,N/A,262.74,276.22,N/A,2026-03-17
TASMANIA,DEVONPORT,233.42,245.62,N/A,N/A,274.12,N/A,2026-03-17
TASMANIA,HOBART,233.51,245.67,N/A,261.25,273.46,N/A,2026-03-17
VICTORIA,GEELONG,226.67,236.29,N/A,250.54,267.01,N/A,2026-03-17
VICTORIA,MELBOURNE,226.67,236.29,227.96,250.54,267.01,N/A,2026-03-17
WESTERN AUSTRALIA,BROOME,272.21,282.83,N/A,N/A,298.36,N/A,2026-03-17
WESTERN AUSTRALIA,COCOS Island,N/A,445.73,N/A,N/A,308.50,N/A,2026-03-17
WESTERN AUSTRALIA,DAMPIER,N/A,N/A,N/A,N/A,288.70,N/A,2026-03-17
WESTERN AUSTRALIA,ESPERANCE,N/A,N/A,N/A,N/A,273.42,N/A,2026-03-17
WESTERN AUSTRALIA,KING BAY,N/A,N/A,N/A,N/A,288.70,N/A,2026-03-17
WESTERN AUSTRALIA,PERTH,228.73,242.48,N/A,256.55,267.44,N/A,2026-03-17
WESTERN AUSTRALIA,PORT HEDLAND,N/A,N/A,N/A,N/A,295.61,N/A,2026-03-17
NEW SOUTH WALES,NEWCASTLE,N/A,N/A,N/A,N/A,253.68,N/A,2026-03-14
NEW SOUTH WALES,SYDNEY,217.56,226.95,218.01,240.69,253.56,N/A,2026-03-14
NORTHERN TERRITORY,DARWIN,221.77,233.34,N/A,N/A,259.31,N/A,2026-03-14
QUEENSLAND,BRISBANE,215.92,225.23,217.24,239.18,252.44,257.17,2026-03-14
QUEENSLAND,CAIRNS,222.79,236.40,N/A,N/A,257.86,N/A,2026-03-14
QUEENSLAND,GLADSTONE,222.54,230.29,N/A,N/A,256.29,N/A,2026-03-14
QUEENSLAND,MACKAY,222.94,N/A,N/A,N/A,256.20,N/A,2026-03-14
QUEENSLAND,TOWNSVILLE,222.50,231.92,N/A,248.04,257.50,N/A,2026-03-14
QUEENSLAND,WEIPA,245.49,N/A,N/A,N/A,267.53,N/A,2026-03-14
SOUTH AUSTRALIA,ADELAIDE,217.33,226.07,219.19,240.98,254.21,N/A,2026-03-14
SOUTH AUSTRALIA,PORT LINCOLN,225.08,N/A,N/A,250.83,261.90,N/A,2026-03-14
TASMANIA,DEVONPORT,221.84,233.71,N/A,N/A,259.79,N/A,2026-03-14
TASMANIA,HOBART,221.93,233.76,N/A,249.36,259.13,N/A,2026-03-14
VICTORIA,GEELONG,215.07,224.37,N/A,238.63,252.68,N/A,2026-03-14
VICTORIA,MELBOURNE,215.07,224.37,216.37,238.63,252.68,N/A,2026-03-14
WESTERN AUSTRALIA,BROOME,260.72,271.02,N/A,N/A,284.05,N/A,2026-03-14
WESTERN AUSTRALIA,COCOS Island,N/A,434.89,N/A,N/A,295.46,N/A,2026-03-14
WESTERN AUSTRALIA,DAMPIER,N/A,N/A,N/A,N/A,274.36,N/A,2026-03-14
WESTERN AUSTRALIA,ESPERANCE,N/A,N/A,N/A,N/A,259.08,N/A,2026-03-14
WESTERN AUSTRALIA,KING BAY,N/A,N/A,N/A,N/A,274.36,N/A,2026-03-14
WESTERN AUSTRALIA,PERTH,217.14,230.56,N/A,244.64,253.09,N/A,2026-03-14
WESTERN AUSTRALIA,PORT HEDLAND,N/A,N/A,N/A,N/A,281.26,N/A,2026-03-14
NEW SOUTH WALES,NEWCASTLE,N/A,N/A,N/A,N/A,245.27,N/A,2026-03-13
NEW SOUTH WALES,SYDNEY,207.91,217.03,208.36,230.79,245.16,N/A,2026-03-13
NORTHERN TERRITORY,DARWIN,212.11,223.41,N/A,N/A,250.88,N/A,2026-03-13
QUEENSLAND,BRISBANE,206.26,215.30,207.57,229.28,244.02,248.91,2026-03-13
QUEENSLAND,CAIRNS,213.15,226.49,N/A,N/A,249.46,N/A,2026-03-13
QUEENSLAND,GLADSTONE,212.89,220.37,N/A,N/A,247.87,N/A,2026-03-13
QUEENSLAND,MACKAY,213.30,N/A,N/A,N/A,247.79,N/A,2026-03-13
QUEENSLAND,TOWNSVILLE,212.85,222.02,N/A,238.17,249.10,N/A,2026-03-13
QUEENSLAND,WEIPA,235.87,N/A,N/A,N/A,259.18,N/A,2026-03-13
SOUTH AUSTRALIA,ADELAIDE,207.66,216.15,209.52,231.08,245.81,N/A,2026-03-13
SOUTH AUSTRALIA,PORT LINCOLN,215.46,N/A,N/A,240.93,253.53,N/A,2026-03-13
TASMANIA,DEVONPORT,212.21,223.82,N/A,N/A,251.42,N/A,2026-03-13
TASMANIA,HOBART,212.30,223.87,N/A,239.48,250.76,N/A,2026-03-13
VICTORIA,GEELONG,205.44,214.46,N/A,228.75,244.27,N/A,2026-03-13
VICTORIA,MELBOURNE,205.44,214.46,206.71,228.75,244.27,N/A,2026-03-13
WESTERN AUSTRALIA,BROOME,251.36,261.39,N/A,N/A,275.69,N/A,2026-03-13
WESTERN AUSTRALIA,COCOS Island,N/A,425.85,N/A,N/A,287.81,N/A,2026-03-13
WESTERN AUSTRALIA,DAMPIER,N/A,N/A,N/A,N/A,265.94,N/A,2026-03-13
WESTERN AUSTRALIA,ESPERANCE,N/A,N/A,N/A,N/A,250.66,N/A,2026-03-13
WESTERN AUSTRALIA,KING BAY,N/A,N/A,N/A,N/A,265.94,N/A,2026-03-13
WESTERN AUSTRALIA,PERTH,207.46,220.62,N/A,234.73,244.66,N/A,2026-03-13
WESTERN AUSTRALIA,PORT HEDLAND,N/A,N/A,N/A,N/A,272.83,N/A,2026-03-13
NEW SOUTH WALES,NEWCASTLE,N/A,N/A,N/A,N/A,235.91,N/A,2026-03-12
NEW SOUTH WALES,SYDNEY,199.93,208.84,200.37,222.59,235.79,N/A,2026-03-12
NORTHERN TERRITORY,DARWIN,204.09,215.18,N/A,N/A,241.51,N/A,2026-03-12
QUEENSLAND,BRISBANE,198.25,207.08,199.56,221.06,234.65,239.87,2026-03-12
QUEENSLAND,CAIRNS,205.15,218.26,N/A,N/A,240.09,N/A,2026-03-12
QUEENSLAND,GLADSTONE,204.88,212.15,N/A,N/A,238.51,N/A,2026-03-12
QUEENSLAND,MACKAY,205.28,N/A,N/A,N/A,238.43,N/A,2026-03-12
QUEENSLAND,TOWNSVILLE,204.85,213.80,N/A,229.94,239.72,N/A,2026-03-12
QUEENSLAND,WEIPA,227.88,N/A,N/A,N/A,249.82,N/A,2026-03-12
SOUTH AUSTRALIA,ADELAIDE,199.65,207.93,201.51,222.86,236.42,N/A,2026-03-12
SOUTH AUSTRALIA,PORT LINCOLN,207.46,N/A,N/A,232.72,244.17,N/A,2026-03-12
TASMANIA,DEVONPORT,204.23,215.61,N/A,N/A,242.04,N/A,2026-03-12
TASMANIA,HOBART,204.31,215.67,N/A,231.29,241.38,N/A,2026-03-12
VICTORIA,GEELONG,197.44,206.25,N/A,220.53,234.91,N/A,2026-03-12
VICTORIA,MELBOURNE,197.44,206.25,198.73,220.53,234.91,N/A,2026-03-12
WESTERN AUSTRALIA,BROOME,243.42,253.25,N/A,N/A,266.33,N/A,2026-03-12
WESTERN AUSTRALIA,COCOS Island,N/A,418.37,N/A,N/A,279.29,N/A,2026-03-12
WESTERN AUSTRALIA,DAMPIER,N/A,N/A,N/A,N/A,256.55,N/A,2026-03-12
WESTERN AUSTRALIA,ESPERANCE,N/A,N/A,N/A,N/A,241.29,N/A,2026-03-12
WESTERN AUSTRALIA,KING BAY,N/A,N/A,N/A,N/A,256.55,N/A,2026-03-12
WESTERN AUSTRALIA,PERTH,199.44,212.39,N/A,226.49,235.27,N/A,2026-03-12
WESTERN AUSTRALIA,PORT HEDLAND,N/A,N/A,N/A,N/A,263.45,N/A,2026-03-12
NEW SOUTH WALES,NEWCASTLE,N/A,N/A,N/A,N/A,232.56,N/A,2026-03-11
NEW SOUTH WALES,SYDNEY,196.44,205.11,196.89,218.85,232.45,N/A,2026-03-11
NORTHERN TERRITORY,DARWIN,200.63,211.46,N/A,N/A,238.19,N/A,2026-03-11
QUEENSLAND,BRISBANE,194.78,203.35,196.08,217.31,231.29,237.26,2026-03-11
QUEENSLAND,CAIRNS,201.65,214.51,N/A,N/A,236.75,N/A,2026-03-11
QUEENSLAND,GLADSTONE,201.38,208.40,N/A,N/A,235.17,N/A,2026-03-11
QUEENSLAND,MACKAY,201.78,N/A,N/A,N/A,235.08,N/A,2026-03-11
QUEENSLAND,TOWNSVILLE,201.36,210.05,N/A,226.17,236.39,N/A,2026-03-11
QUEENSLAND,WEIPA,224.37,N/A,N/A,N/A,246.43,N/A,2026-03-11
SOUTH AUSTRALIA,ADELAIDE,196.15,204.19,198.02,219.09,233.07,N/A,2026-03-11
SOUTH AUSTRALIA,PORT LINCOLN,203.97,N/A,N/A,228.94,240.80,N/A,2026-03-11
TASMANIA,DEVONPORT,200.73,211.87,N/A,N/A,238.69,N/A,2026-03-11
TASMANIA,HOBART,200.82,211.93,N/A,227.52,238.03,N/A,2026-03-11
VICTORIA,GEELONG,193.96,202.53,N/A,216.80,231.57,N/A,2026-03-11
VICTORIA,MELBOURNE,193.96,202.53,195.26,216.80,231.57,N/A,2026-03-11
WESTERN AUSTRALIA,BROOME,239.55,249.13,N/A,N/A,262.94,N/A,2026-03-11
WESTERN AUSTRALIA,COCOS Island,N/A,415.00,N/A,N/A,276.28,N/A,2026-03-11
WESTERN AUSTRALIA,DAMPIER,N/A,N/A,N/A,N/A,253.25,N/A,2026-03-11
WESTERN AUSTRALIA,ESPERANCE,N/A,N/A,N/A,N/A,237.97,N/A,2026-03-11
WESTERN AUSTRALIA,KING BAY,N/A,N/A,N/A,N/A,253.25,N/A,2026-03-11
WESTERN AUSTRALIA,PERTH,195.98,208.68,N/A,222.76,231.94,N/A,2026-03-11
WESTERN AUSTRALIA,PORT HEDLAND,N/A,N/A,N/A,N/A,260.11,N/A,2026-03-11
NEW SOUTH WALES,NEWCASTLE,N/A,N/A,N/A,N/A,214.29,N/A,2026-03-10
NEW SOUTH WALES,SYDNEY,182.86,191.29,183.33,205.02,214.17,N/A,2026-03-10
NORTHERN TERRITORY,DARWIN,187.07,197.67,N/A,N/A,219.95,N/A,2026-03-10
QUEENSLAND,BRISBANE,181.19,189.53,182.51,203.48,212.98,219.60,2026-03-10
QUEENSLAND,CAIRNS,188.05,200.67,N/A,N/A,218.47,N/A,2026-03-10
QUEENSLAND,GLADSTONE,187.76,194.56,N/A,N/A,216.90,N/A,2026-03-10
QUEENSLAND,MACKAY,188.17,N/A,N/A,N/A,216.81,N/A,2026-03-10
QUEENSLAND,TOWNSVILLE,187.75,196.21,N/A,212.30,218.11,N/A,2026-03-10
QUEENSLAND,WEIPA,210.75,N/A,N/A,N/A,228.09,N/A,2026-03-10
SOUTH AUSTRALIA,ADELAIDE,182.57,190.37,184.44,205.26,214.74,N/A,2026-03-10
SOUTH AUSTRALIA,PORT LINCOLN,190.38,N/A,N/A,215.12,222.48,N/A,2026-03-10
TASMANIA,DEVONPORT,187.13,198.03,N/A,N/A,220.37,N/A,2026-03-10
TASMANIA,HOBART,187.22,198.09,N/A,213.68,219.71,N/A,2026-03-10
VICTORIA,GEELONG,180.40,188.73,N/A,202.98,213.30,N/A,2026-03-10
VICTORIA,MELBOURNE,180.40,188.73,181.70,202.98,213.30,N/A,2026-03-10
WESTERN AUSTRALIA,BROOME,225.54,234.87,N/A,N/A,244.60,N/A,2026-03-10
WESTERN AUSTRALIA,COCOS Island,N/A,402.44,N/A,N/A,259.69,N/A,2026-03-10
WESTERN AUSTRALIA,DAMPIER,N/A,N/A,N/A,N/A,234.99,N/A,2026-03-10
WESTERN AUSTRALIA,ESPERANCE,N/A,N/A,N/A,N/A,219.71,N/A,2026-03-10
WESTERN AUSTRALIA,KING BAY,N/A,N/A,N/A,N/A,234.99,N/A,2026-03-10
WESTERN AUSTRALIA,PERTH,182.42,194.87,N/A,208.95,213.66,N/A,2026-03-10
WESTERN AUSTRALIA,PORT HEDLAND,N/A,N/A,N/A,N/A,241.82,N/A,2026-03-10
NEW SOUTH WALES,NEWCASTLE,N/A,N/A,N/A,N/A,194.39,N/A,2026-03-07
NEW SOUTH WALES,SYDNEY,172.44,180.77,172.91,194.48,194.26,N/A,2026-03-07
NORTHERN TERRITORY,DARWIN,176.67,187.18,N/A,N/A,200.09,N/A,2026-03-07
QUEENSLAND,BRISBANE,170.76,179.01,172.10,192.94,193.07,200.29,2026-03-07
QUEENSLAND,CAIRNS,177.62,190.12,N/A,N/A,198.57,N/A,2026-03-07
QUEENSLAND,GLADSTONE,177.31,184.01,N/A,N/A,197.00,N/A,2026-03-07
QUEENSLAND,MACKAY,177.71,N/A,N/A,N/A,196.91,N/A,2026-03-07
QUEENSLAND,TOWNSVILLE,177.32,185.65,N/A,201.74,198.21,N/A,2026-03-07
QUEENSLAND,WEIPA,200.27,N/A,N/A,N/A,208.13,N/A,2026-03-07
SOUTH AUSTRALIA,ADELAIDE,172.14,179.84,174.01,194.71,194.82,N/A,2026-03-07
SOUTH AUSTRALIA,PORT LINCOLN,179.92,N/A,N/A,204.57,202.53,N/A,2026-03-07
TASMANIA,DEVONPORT,176.69,187.50,N/A,N/A,200.44,N/A,2026-03-07
TASMANIA,HOBART,176.78,187.55,N/A,203.12,199.78,N/A,2026-03-07
VICTORIA,GEELONG,169.97,178.21,N/A,192.45,193.40,N/A,2026-03-07
VICTORIA,MELBOURNE,169.97,178.21,171.29,192.45,193.40,N/A,2026-03-07
WESTERN AUSTRALIA,BROOME,214.62,223.85,N/A,N/A,224.63,N/A,2026-03-07
WESTERN AUSTRALIA,COCOS Island,N/A,392.91,N/A,N/A,241.63,N/A,2026-03-07
WESTERN AUSTRALIA,DAMPIER,N/A,N/A,N/A,N/A,215.14,N/A,2026-03-07
WESTERN AUSTRALIA,ESPERANCE,N/A,N/A,N/A,N/A,197.64,N/A,2026-03-07
WESTERN AUSTRALIA,KING BAY,N/A,N/A,N/A,N/A,215.14,N/A,2026-03-07
WESTERN AUSTRALIA,PERTH,172.03,184.38,N/A,198.43,193.78,N/A,2026-03-07
WESTERN AUSTRALIA,PORT HEDLAND,N/A,N/A,N/A,N/A,221.93,N/A,2026-03-07
NEW SOUTH WALES,NEWCASTLE,N/A,N/A,N/A,N/A,181.37,N/A,2026-03-06
NEW SOUTH WALES,SYDNEY,167.50,175.73,167.99,189.41,181.23,N/A,2026-03-06
NORTHERN TERRITORY,DARWIN,171.79,182.18,N/A,N/A,187.12,N/A,2026-03-06
QUEENSLAND,BRISBANE,165.83,173.98,167.18,187.88,180.04,187.83,2026-03-06
QUEENSLAND,CAIRNS,172.67,185.03,N/A,N/A,185.54,N/A,2026-03-06
QUEENSLAND,GLADSTONE,172.33,178.92,N/A,N/A,183.98,N/A,2026-03-06
QUEENSLAND,MACKAY,172.72,N/A,N/A,N/A,183.89,N/A,2026-03-06
QUEENSLAND,TOWNSVILLE,172.37,180.55,N/A,196.64,185.17,N/A,2026-03-06
QUEENSLAND,WEIPA,195.22,N/A,N/A,N/A,194.96,N/A,2026-03-06
SOUTH AUSTRALIA,ADELAIDE,167.19,174.78,169.09,189.63,181.74,N/A,2026-03-06
SOUTH AUSTRALIA,PORT LINCOLN,174.91,N/A,N/A,199.49,189.43,N/A,2026-03-06
TASMANIA,DEVONPORT,171.71,182.42,N/A,N/A,187.35,N/A,2026-03-06
TASMANIA,HOBART,171.80,182.48,N/A,198.01,186.69,N/A,2026-03-06
VICTORIA,GEELONG,165.06,173.18,N/A,187.40,180.39,N/A,2026-03-06
VICTORIA,MELBOURNE,165.06,173.18,166.40,187.40,180.39,N/A,2026-03-06
WESTERN AUSTRALIA,BROOME,208.76,217.88,N/A,N/A,211.46,N/A,2026-03-06
WESTERN AUSTRALIA,COCOS Island,N/A,388.38,N/A,N/A,229.83,N/A,2026-03-06
WESTERN AUSTRALIA,DAMPIER,N/A,N/A,N/A,N/A,202.17,N/A,2026-03-06
WESTERN AUSTRALIA,ESPERANCE,N/A,N/A,N/A,N/A,184.66,N/A,2026-03-06
WESTERN AUSTRALIA,KING BAY,N/A,N/A,N/A,N/A,202.17,N/A,2026-03-06
WESTERN AUSTRALIA,PERTH,167.16,179.40,N/A,193.45,180.80,N/A,2026-03-06
WESTERN AUSTRALIA,PORT HEDLAND,N/A,N/A,N/A,N/A,208.93,N/A,2026-03-06
NEW SOUTH WALES,NEWCASTLE,N/A,N/A,N/A,N/A,173.75,N/A,2026-03-05
NEW SOUTH WALES,SYDNEY,161.88,170.09,162.38,183.79,173.59,N/A,2026-03-05
NORTHERN TERRITORY,DARWIN,166.22,176.61,N/A,N/A,179.54,N/A,2026-03-05
QUEENSLAND,BRISBANE,160.23,168.36,161.58,182.27,172.41,179.43,2026-03-05
QUEENSLAND,CAIRNS,167.05,179.38,N/A,N/A,177.91,N/A,2026-03-05
QUEENSLAND,GLADSTONE,166.69,173.26,N/A,N/A,176.35,N/A,2026-03-05
QUEENSLAND,MACKAY,167.08,N/A,N/A,N/A,176.26,N/A,2026-03-05
QUEENSLAND,TOWNSVILLE,166.75,174.89,N/A,190.98,177.55,N/A,2026-03-05
QUEENSLAND,WEIPA,189.53,N/A,N/A,N/A,187.24,N/A,2026-03-05
SOUTH AUSTRALIA,ADELAIDE,161.57,169.14,163.48,184.01,174.10,N/A,2026-03-05
SOUTH AUSTRALIA,PORT LINCOLN,169.26,N/A,N/A,193.86,181.74,N/A,2026-03-05
TASMANIA,DEVONPORT,166.07,176.76,N/A,N/A,179.69,N/A,2026-03-05
TASMANIA,HOBART,166.16,176.81,N/A,192.37,179.03,N/A,2026-03-05
VICTORIA,GEELONG,159.45,167.56,N/A,181.79,172.77,N/A,2026-03-05
VICTORIA,MELBOURNE,159.45,167.56,160.80,181.79,172.77,N/A,2026-03-05
WESTERN AUSTRALIA,BROOME,202.71,211.82,N/A,N/A,203.73,N/A,2026-03-05
WESTERN AUSTRALIA,COCOS Island,N/A,383.55,N/A,N/A,222.98,N/A,2026-03-05
WESTERN AUSTRALIA,DAMPIER,N/A,N/A,N/A,N/A,194.60,N/A,2026-03-05
WESTERN AUSTRALIA,ESPERANCE,N/A,N/A,N/A,N/A,177.08,N/A,2026-03-05
WESTERN AUSTRALIA,KING BAY,N/A,N/A,N/A,N/A,194.60,N/A,2026-03-05
WESTERN AUSTRALIA,PERTH,161.85,174.09,N/A,188.13,173.22,N/A,2026-03-05
WESTERN AUSTRALIA,PORT HEDLAND,N/A,N/A,N/A,N/A,201.34,N/A,2026-03-05
NEW SOUTH WALES,NEWCASTLE,N/A,N/A,N/A,N/A,165.17,N/A,2026-03-04
