date,state,location,fuel_type,price_cpl
2026-01-23,QLD,Brisbane,p95,157.2
2026-01-23,QLD,Brisbane,p98,171.4
2026-01-23,QLD,Brisbane,ulp91,149.7
2026-01-23,QLD,Cairns,diesel,162.0
2026-01-23,QLD,Cairns,p95,169.5
2026-01-23,QLD,Cairns,ulp91,156.0
2026-01-23,QLD,Gladstone,diesel,160.2
2026-01-23,QLD,Gladstone,p95,163.1
2026-01-23,QLD,Gladstone,ulp91,155.5
2026-01-23,QLD,Mackay,diesel,160.4
2026-01-23,QLD,Mackay,ulp91,156.1
2026-01-23,QLD,Townsville,diesel,161.4
2026-01-23,QLD,Townsville,p95,164.7
2026-01-23,QLD,Townsville,p98,181.8
2026-01-23,QLD,Townsville,ulp91,155.3
2026-01-23,QLD,Weipa,diesel,171.4
2026-01-23,QLD,Weipa,ulp91,178.6
2026-01-23,SA,Adelaide,diesel,158.3
2026-01-23,SA,Adelaide,e10,152.6
2026-01-23,SA,Adelaide,p95,159.7
2026-01-23,SA,Adelaide,p98,174.9
2026-01-23,SA,Adelaide,ulp91,150.8
2026-01-23,SA,Port Lincoln,diesel,165.6
2026-01-23,SA,Port Lincoln,p98,184.1
2026-01-23,SA,Port Lincoln,ulp91,157.3
2026-01-23,TAS,Devonport,diesel,164.2
2026-01-23,TAS,Devonport,p95,165.5
2026-01-23,TAS,Devonport,ulp91,155.5
2026-01-23,TAS,Hobart,diesel,163.5
2026-01-23,TAS,Hobart,p95,165.6
2026-01-23,TAS,Hobart,p98,181.5
2026-01-23,TAS,Hobart,ulp91,155.6
2026-01-23,VIC,Geelong,diesel,156.8
2026-01-23,VIC,Geelong,p95,156.3
2026-01-23,VIC,Geelong,p98,170.9
2026-01-23,VIC,Geelong,ulp91,148.8
2026-01-23,VIC,Melbourne,diesel,156.8
2026-01-23,VIC,Melbourne,e10,150.0
2026-01-23,VIC,Melbourne,p95,156.3
2026-01-23,VIC,Melbourne,p98,170.9
2026-01-23,VIC,Melbourne,ulp91,148.8
2026-01-23,WA,Broome,diesel,188.4
2026-01-23,WA,Broome,p95,205.3
2026-01-23,WA,Broome,ulp91,196.0
2026-01-23,WA,Cocos Island,diesel,207.8
2026-01-23,WA,Cocos Island,p95,367.1
2026-01-23,WA,Dampier,diesel,177.9
2026-01-23,WA,Esperance,diesel,160.9
2026-01-23,WA,King Bay,diesel,177.9
2026-01-23,WA,Perth,diesel,157.2
2026-01-23,WA,Perth,p95,162.2
2026-01-23,WA,Perth,p98,176.6
2026-01-23,WA,Perth,ulp91,150.6
2026-01-23,WA,Port Hedland,diesel,185.3
2026-01-23,WA,Port Hedland,ulp91,178.6
2026-01-24,NSW,Newcastle,diesel,158.1
2026-01-24,NSW,Sydney,diesel,158.0
2026-01-24,NSW,Sydney,e10,151.8
2026-01-24,NSW,Sydney,p95,158.9
2026-01-24,NSW,Sydney,p98,172.9
2026-01-24,NSW,Sydney,ulp91,151.4
2026-01-24,NT,Darwin,diesel,163.4
2026-01-24,NT,Darwin,p95,164.3
2026-01-24,NT,Darwin,ulp91,155.7
2026-01-24,QLD,Brisbane,b5,165.3
2026-01-24,QLD,Brisbane,diesel,156.7
2026-01-24,QLD,Brisbane,e10,150.7
2026-01-24,QLD,Brisbane,p95,156.9
2026-01-24,QLD,Brisbane,p98,171.2
2026-01-24,QLD,Brisbane,ulp91,149.6
2026-01-24,QLD,Cairns,diesel,162.2
2026-01-24,QLD,Cairns,p95,169.3
2026-01-24,QLD,Cairns,ulp91,155.9
2026-01-24,QLD,Gladstone,diesel,160.5
2026-01-24,QLD,Gladstone,p95,162.9
2026-01-24,QLD,Gladstone,ulp91,155.4
2026-01-24,QLD,Mackay,diesel,160.6
2026-01-24,QLD,Mackay,ulp91,156.0
2026-01-24,QLD,Townsville,diesel,161.7
2026-01-24,QLD,Townsville,p95,164.5
2026-01-24,QLD,Townsville,p98,181.6
2026-01-24,QLD,Townsville,ulp91,155.2
2026-01-24,QLD,Weipa,diesel,171.7
2026-01-24,QLD,Weipa,ulp91,178.5
2026-01-24,SA,Adelaide,diesel,158.6
2026-01-24,SA,Adelaide,e10,152.5
2026-01-24,SA,Adelaide,p95,159.5
2026-01-24,SA,Adelaide,p98,174.7
2026-01-24,SA,Adelaide,ulp91,150.7
2026-01-24,SA,Port Lincoln,diesel,165.8
2026-01-24,SA,Port Lincoln,p98,183.8
2026-01-24,SA,Port Lincoln,ulp91,157.2
2026-01-24,TAS,Devonport,diesel,164.4
2026-01-24,TAS,Devonport,p95,165.3
2026-01-24,TAS,Devonport,ulp91,155.4
2026-01-24,TAS,Hobart,diesel,163.8
2026-01-24,TAS,Hobart,p95,165.4
2026-01-24,TAS,Hobart,p98,181.3
2026-01-24,TAS,Hobart,ulp91,155.5
2026-01-24,VIC,Geelong,diesel,157.0
2026-01-24,VIC,Geelong,p95,156.1
2026-01-24,VIC,Geelong,p98,170.7
2026-01-24,VIC,Geelong,ulp91,148.7
2026-01-24,VIC,Melbourne,diesel,157.0
2026-01-24,VIC,Melbourne,e10,149.9
2026-01-24,VIC,Melbourne,p95,156.1
2026-01-24,VIC,Melbourne,p98,170.7
2026-01-24,VIC,Melbourne,ulp91,148.7
2026-01-24,WA,Broome,diesel,188.7
2026-01-24,WA,Broome,p95,205.2
2026-01-24,WA,Broome,ulp91,196.0
2026-01-24,WA,Cocos Island,diesel,208.0
2026-01-24,WA,Cocos Island,p95,366.9
2026-01-24,WA,Dampier,diesel,178.1
2026-01-24,WA,Esperance,diesel,161.2
2026-01-24,WA,King Bay,diesel,178.1
2026-01-24,WA,Perth,diesel,157.4
2026-01-24,WA,Perth,p95,162.0
2026-01-24,WA,Perth,p98,176.4
2026-01-24,WA,Perth,ulp91,150.4
2026-01-24,WA,Port Hedland,diesel,185.5
2026-01-24,WA,Port Hedland,ulp91,178.6
2026-01-27,NSW,Newcastle,diesel,158.4
2026-01-27,NSW,Sydney,diesel,158.4
2026-01-27,NSW,Sydney,e10,151.7
2026-01-27,NSW,Sydney,p95,158.6
2026-01-27,NSW,Sydney,p98,172.7
2026-01-27,NSW,Sydney,ulp91,151.3
2026-01-27,NT,Darwin,diesel,163.8
2026-01-27,NT,Darwin,p95,164.1
2026-01-27,NT,Darwin,ulp91,155.6
2026-01-27,QLD,Brisbane,b5,165.7
2026-01-27,QLD,Brisbane,diesel,157.0
2026-01-27,QLD,Brisbane,e10,150.6
2026-01-27,QLD,Brisbane,p95,156.7
2026-01-27,QLD,Brisbane,p98,171.0
2026-01-27,QLD,Brisbane,ulp91,149.4
2026-01-27,QLD,Cairns,diesel,162.6
2026-01-27,QLD,Cairns,p95,169.1
2026-01-27,QLD,Cairns,ulp91,155.7
2026-01-27,QLD,Gladstone,diesel,160.8
2026-01-27,QLD,Gladstone,p95,162.7
2026-01-27,QLD,Gladstone,ulp91,155.2
2026-01-27,QLD,Mackay,diesel,161.0
2026-01-27,QLD,Mackay,ulp91,155.9
2026-01-27,QLD,Townsville,diesel,162.0
2026-01-27,QLD,Townsville,p95,164.2
2026-01-27,QLD,Townsville,p98,181.3
2026-01-27,QLD,Townsville,ulp91,155.1
2026-01-27,QLD,Weipa,diesel,172.0
2026-01-27,QLD,Weipa,ulp91,178.3
2026-01-27,SA,Adelaide,diesel,158.9
2026-01-27,SA,Adelaide,e10,152.3
2026-01-27,SA,Adelaide,p95,159.2
2026-01-27,SA,Adelaide,p98,174.4
2026-01-27,SA,Adelaide,ulp91,150.6
2026-01-27,SA,Port Lincoln,diesel,166.1
2026-01-27,SA,Port Lincoln,p98,183.6
2026-01-27,SA,Port Lincoln,ulp91,157.1
2026-01-27,TAS,Devonport,diesel,164.8
2026-01-27,TAS,Devonport,p95,165.1
2026-01-27,TAS,Devonport,ulp91,155.3
2026-01-27,TAS,Hobart,diesel,164.1
2026-01-27,TAS,Hobart,p95,165.2
2026-01-27,TAS,Hobart,p98,181.0
2026-01-27,TAS,Hobart,ulp91,155.3
2026-01-27,VIC,Geelong,diesel,157.3
2026-01-27,VIC,Geelong,p95,155.9
2026-01-27,VIC,Geelong,p98,170.4
2026-01-27,VIC,Geelong,ulp91,148.6
2026-01-27,VIC,Melbourne,diesel,157.3
2026-01-27,VIC,Melbourne,e10,149.7
2026-01-27,VIC,Melbourne,p95,155.9
2026-01-27,VIC,Melbourne,p98,170.4
2026-01-27,VIC,Melbourne,ulp91,148.6
2026-01-27,WA,Broome,diesel,189.0
2026-01-27,WA,Broome,p95,204.7
2026-01-27,WA,Broome,ulp91,195.6
2026-01-27,WA,Cocos Island,diesel,208.3
2026-01-27,WA,Cocos Island,p95,366.7
2026-01-27,WA,Dampier,diesel,178.4
2026-01-27,WA,Esperance,diesel,161.5
2026-01-27,WA,King Bay,diesel,178.4
2026-01-27,WA,Perth,diesel,157.7
2026-01-27,WA,Perth,p95,161.7
2026-01-27,WA,Perth,p98,176.1
2026-01-27,WA,Perth,ulp91,150.3
2026-01-27,WA,Port Hedland,diesel,185.9
2026-01-27,WA,Port Hedland,ulp91,178.3
2026-01-28,NSW,Newcastle,diesel,158.5
2026-01-28,NSW,Sydney,diesel,158.4
2026-01-28,NSW,Sydney,e10,151.6
2026-01-28,NSW,Sydney,p95,158.5
2026-01-28,NSW,Sydney,p98,172.5
2026-01-28,NSW,Sydney,ulp91,151.2
2026-01-28,NT,Darwin,diesel,163.9
2026-01-28,NT,Darwin,p95,164.0
2026-01-28,NT,Darwin,ulp91,155.5
2026-01-28,QLD,Brisbane,b5,165.7
2026-01-28,QLD,Brisbane,diesel,157.1
2026-01-28,QLD,Brisbane,e10,150.5
2026-01-28,QLD,Brisbane,p95,156.6
2026-01-28,QLD,Brisbane,p98,170.8
2026-01-28,QLD,Brisbane,ulp91,149.4
2026-01-28,QLD,Cairns,diesel,162.7
2026-01-28,QLD,Cairns,p95,168.9
2026-01-28,QLD,Cairns,ulp91,155.7
2026-01-28,QLD,Gladstone,diesel,160.9
2026-01-28,QLD,Gladstone,p95,162.5
2026-01-28,QLD,Gladstone,ulp91,155.2
2026-01-28,QLD,Mackay,diesel,161.1
2026-01-28,QLD,Mackay,ulp91,155.8
2026-01-28,QLD,Townsville,diesel,162.1
2026-01-28,QLD,Townsville,p95,164.1
2026-01-28,QLD,Townsville,p98,181.1
2026-01-28,QLD,Townsville,ulp91,155.0
2026-01-28,QLD,Weipa,diesel,172.0
2026-01-28,QLD,Weipa,ulp91,178.3
2026-01-28,SA,Adelaide,diesel,159.0
2026-01-28,SA,Adelaide,e10,152.3
2026-01-28,SA,Adelaide,p95,159.1
2026-01-28,SA,Adelaide,p98,174.2
2026-01-28,SA,Adelaide,ulp91,150.6
2026-01-28,SA,Port Lincoln,diesel,166.2
2026-01-28,SA,Port Lincoln,p98,183.4
2026-01-28,SA,Port Lincoln,ulp91,157.0
2026-01-28,TAS,Devonport,diesel,164.8
2026-01-28,TAS,Devonport,p95,165.0
2026-01-28,TAS,Devonport,ulp91,155.2
2026-01-28,TAS,Hobart,diesel,164.2
2026-01-28,TAS,Hobart,p95,165.0
2026-01-28,TAS,Hobart,p98,180.9
2026-01-28,TAS,Hobart,ulp91,155.3
2026-01-28,VIC,Geelong,diesel,157.4
2026-01-28,VIC,Geelong,p95,155.8
2026-01-28,VIC,Geelong,p98,170.3
2026-01-28,VIC,Geelong,ulp91,148.6
2026-01-28,VIC,Melbourne,diesel,157.4
2026-01-28,VIC,Melbourne,e10,149.7
2026-01-28,VIC,Melbourne,p95,155.8
2026-01-28,VIC,Melbourne,p98,170.3
2026-01-28,VIC,Melbourne,ulp91,148.6
2026-01-28,WA,Broome,diesel,189.0
2026-01-28,WA,Broome,p95,204.3
2026-01-28,WA,Broome,ulp91,195.2
2026-01-28,WA,Cocos Island,diesel,208.4
2026-01-28,WA,Cocos Island,p95,366.6
2026-01-28,WA,Dampier,diesel,178.5
2026-01-28,WA,Esperance,diesel,161.6
2026-01-28,WA,King Bay,diesel,178.5
2026-01-28,WA,Perth,diesel,157.8
2026-01-28,WA,Perth,p95,161.7
2026-01-28,WA,Perth,p98,176.0
2026-01-28,WA,Perth,ulp91,150.3
2026-01-28,WA,Port Hedland,diesel,186.0
2026-01-28,WA,Port Hedland,ulp91,178.0
2026-01-29,NSW,Newcastle,diesel,158.8
2026-01-29,NSW,Sydney,diesel,158.7
2026-01-29,NSW,Sydney,e10,151.6
2026-01-29,NSW,Sydney,p95,158.5
2026-01-29,NSW,Sydney,p98,172.4
2026-01-29,NSW,Sydney,ulp91,151.2
2026-01-29,NT,Darwin,diesel,164.2
2026-01-29,NT,Darwin,p95,164.0
2026-01-29,NT,Darwin,ulp91,155.5
2026-01-29,QLD,Brisbane,b5,166.0
2026-01-29,QLD,Brisbane,diesel,157.4
2026-01-29,QLD,Brisbane,e10,150.5
2026-01-29,QLD,Brisbane,p95,156.6
2026-01-29,QLD,Brisbane,p98,170.8
2026-01-29,QLD,Brisbane,ulp91,149.3
2026-01-29,QLD,Cairns,diesel,162.9
2026-01-29,QLD,Cairns,p95,168.9
2026-01-29,QLD,Cairns,ulp91,155.6
2026-01-29,QLD,Gladstone,diesel,161.2
2026-01-29,QLD,Gladstone,p95,162.4
2026-01-29,QLD,Gladstone,ulp91,155.1
2026-01-29,QLD,Mackay,diesel,161.3
2026-01-29,QLD,Mackay,ulp91,155.7
2026-01-29,QLD,Townsville,diesel,162.4
2026-01-29,QLD,Townsville,p95,164.1
2026-01-29,QLD,Townsville,p98,181.0
2026-01-29,QLD,Townsville,ulp91,154.9
2026-01-29,QLD,Weipa,diesel,172.2
2026-01-29,QLD,Weipa,ulp91,178.2
2026-01-29,SA,Adelaide,diesel,159.2
2026-01-29,SA,Adelaide,e10,152.3
2026-01-29,SA,Adelaide,p95,159.0
2026-01-29,SA,Adelaide,p98,174.2
2026-01-29,SA,Adelaide,ulp91,150.5
2026-01-29,SA,Port Lincoln,diesel,166.4
2026-01-29,SA,Port Lincoln,p98,183.4
2026-01-29,SA,Port Lincoln,ulp91,156.9
2026-01-29,TAS,Devonport,diesel,165.0
2026-01-29,TAS,Devonport,p95,164.9
2026-01-29,TAS,Devonport,ulp91,155.1
2026-01-29,TAS,Hobart,diesel,164.4
2026-01-29,TAS,Hobart,p95,165.0
2026-01-29,TAS,Hobart,p98,180.8
2026-01-29,TAS,Hobart,ulp91,155.2
2026-01-29,VIC,Geelong,diesel,157.7
2026-01-29,VIC,Geelong,p95,155.7
2026-01-29,VIC,Geelong,p98,170.2
2026-01-29,VIC,Geelong,ulp91,148.5
2026-01-29,VIC,Melbourne,diesel,157.7
2026-01-29,VIC,Melbourne,e10,149.7
2026-01-29,VIC,Melbourne,p95,155.7
2026-01-29,VIC,Melbourne,p98,170.2
2026-01-29,VIC,Melbourne,ulp91,148.5
2026-01-29,WA,Broome,diesel,189.2
2026-01-29,WA,Broome,p95,203.8
2026-01-29,WA,Broome,ulp91,194.8
2026-01-29,WA,Cocos Island,diesel,208.7
2026-01-29,WA,Cocos Island,p95,366.6
2026-01-29,WA,Dampier,diesel,178.8
2026-01-29,WA,Esperance,diesel,161.9
2026-01-29,WA,King Bay,diesel,178.8
2026-01-29,WA,Perth,diesel,158.1
2026-01-29,WA,Perth,p95,161.6
2026-01-29,WA,Perth,p98,176.0
2026-01-29,WA,Perth,ulp91,150.3
2026-01-29,WA,Port Hedland,diesel,186.3
2026-01-29,WA,Port Hedland,ulp91,177.7
2026-01-30,NSW,Newcastle,diesel,158.5
2026-01-30,NSW,Sydney,diesel,158.5
2026-01-30,NSW,Sydney,e10,151.1
2026-01-30,NSW,Sydney,p95,158.0
2026-01-30,NSW,Sydney,p98,171.9
2026-01-30,NSW,Sydney,ulp91,150.7
2026-01-30,NT,Darwin,diesel,164.0
2026-01-30,NT,Darwin,p95,163.5
2026-01-30,NT,Darwin,ulp91,155.1
2026-01-30,QLD,Brisbane,b5,165.8
2026-01-30,QLD,Brisbane,diesel,157.2
2026-01-30,QLD,Brisbane,e10,150.0
2026-01-30,QLD,Brisbane,p95,156.1
2026-01-30,QLD,Brisbane,p98,170.3
2026-01-30,QLD,Brisbane,ulp91,148.9
2026-01-30,QLD,Cairns,diesel,162.7
2026-01-30,QLD,Cairns,p95,168.4
2026-01-30,QLD,Cairns,ulp91,155.1
2026-01-30,QLD,Gladstone,diesel,160.9
2026-01-30,QLD,Gladstone,p95,161.9
2026-01-30,QLD,Gladstone,ulp91,154.6
2026-01-30,QLD,Mackay,diesel,161.1
2026-01-30,QLD,Mackay,ulp91,155.2
2026-01-30,QLD,Townsville,diesel,162.2
2026-01-30,QLD,Townsville,p95,163.6
2026-01-30,QLD,Townsville,p98,180.5
2026-01-30,QLD,Townsville,ulp91,154.4
2026-01-30,QLD,Weipa,diesel,171.9
2026-01-30,QLD,Weipa,ulp91,177.6
2026-01-30,SA,Adelaide,diesel,159.0
2026-01-30,SA,Adelaide,e10,151.8
2026-01-30,SA,Adelaide,p95,158.6
2026-01-30,SA,Adelaide,p98,173.7
2026-01-30,SA,Adelaide,ulp91,150.0
2026-01-30,SA,Port Lincoln,diesel,166.2
2026-01-30,SA,Port Lincoln,p98,182.9
2026-01-30,SA,Port Lincoln,ulp91,156.4
2026-01-30,TAS,Devonport,diesel,164.8
2026-01-30,TAS,Devonport,p95,164.4
2026-01-30,TAS,Devonport,ulp91,154.6
2026-01-30,TAS,Hobart,diesel,164.2
2026-01-30,TAS,Hobart,p95,164.5
2026-01-30,TAS,Hobart,p98,180.3
2026-01-30,TAS,Hobart,ulp91,154.7
2026-01-30,VIC,Geelong,diesel,157.5
2026-01-30,VIC,Geelong,p95,155.3
2026-01-30,VIC,Geelong,p98,169.7
2026-01-30,VIC,Geelong,ulp91,148.0
2026-01-30,VIC,Melbourne,diesel,157.5
2026-01-30,VIC,Melbourne,e10,149.2
2026-01-30,VIC,Melbourne,p95,155.3
2026-01-30,VIC,Melbourne,p98,169.7
2026-01-30,VIC,Melbourne,ulp91,148.0
2026-01-30,WA,Broome,diesel,189.0
2026-01-30,WA,Broome,p95,203.0
2026-01-30,WA,Broome,ulp91,193.9
2026-01-30,WA,Cocos Island,diesel,208.5
2026-01-30,WA,Cocos Island,p95,366.2
2026-01-30,WA,Dampier,diesel,178.7
2026-01-30,WA,Esperance,diesel,161.7
2026-01-30,WA,King Bay,diesel,178.7
2026-01-30,WA,Perth,diesel,157.9
2026-01-30,WA,Perth,p95,161.2
2026-01-30,WA,Perth,p98,175.5
2026-01-30,WA,Perth,ulp91,149.8
2026-01-30,WA,Port Hedland,diesel,186.1
2026-01-30,WA,Port Hedland,ulp91,177.0
2026-02-02,NSW,Newcastle,diesel,159.5
2026-02-02,NSW,Sydney,diesel,159.4
2026-02-02,NSW,Sydney,e10,151.8
2026-02-02,NSW,Sydney,p95,158.7
2026-02-02,NSW,Sydney,p98,172.6
2026-02-02,NSW,Sydney,ulp91,151.4
2026-02-02,NT,Darwin,diesel,165.0
2026-02-02,NT,Darwin,p95,164.3
2026-02-02,NT,Darwin,ulp91,155.8
2026-02-02,QLD,Brisbane,b5,166.7
2026-02-02,QLD,Brisbane,diesel,158.1
2026-02-02,QLD,Brisbane,e10,150.7
2026-02-02,QLD,Brisbane,p95,156.8
2026-02-02,QLD,Brisbane,p98,170.9
2026-02-02,QLD,Brisbane,ulp91,149.6
2026-02-02,QLD,Cairns,diesel,163.6
2026-02-02,QLD,Cairns,p95,169.1
2026-02-02,QLD,Cairns,ulp91,155.8
2026-02-02,QLD,Gladstone,diesel,161.9
2026-02-02,QLD,Gladstone,p95,162.6
2026-02-02,QLD,Gladstone,ulp91,155.3
2026-02-02,QLD,Mackay,diesel,162.1
2026-02-02,QLD,Mackay,ulp91,155.9
2026-02-02,QLD,Townsville,diesel,163.1
2026-02-02,QLD,Townsville,p95,164.2
2026-02-02,QLD,Townsville,p98,181.1
2026-02-02,QLD,Townsville,ulp91,155.1
2026-02-02,QLD,Weipa,diesel,172.8
2026-02-02,QLD,Weipa,ulp91,178.3
2026-02-02,SA,Adelaide,diesel,160.0
2026-02-02,SA,Adelaide,e10,152.5
2026-02-02,SA,Adelaide,p95,159.3
2026-02-02,SA,Adelaide,p98,174.3
2026-02-02,SA,Adelaide,ulp91,150.7
2026-02-02,SA,Port Lincoln,diesel,167.1
2026-02-02,SA,Port Lincoln,p98,183.5
2026-02-02,SA,Port Lincoln,ulp91,157.1
2026-02-02,TAS,Devonport,diesel,165.7
2026-02-02,TAS,Devonport,p95,165.1
2026-02-02,TAS,Devonport,ulp91,155.3
2026-02-02,TAS,Hobart,diesel,165.1
2026-02-02,TAS,Hobart,p95,165.2
2026-02-02,TAS,Hobart,p98,180.9
2026-02-02,TAS,Hobart,ulp91,155.4
2026-02-02,VIC,Geelong,diesel,158.4
2026-02-02,VIC,Geelong,p95,156.0
2026-02-02,VIC,Geelong,p98,170.4
2026-02-02,VIC,Geelong,ulp91,148.8
2026-02-02,VIC,Melbourne,diesel,158.4
2026-02-02,VIC,Melbourne,e10,149.9
2026-02-02,VIC,Melbourne,p95,156.0
2026-02-02,VIC,Melbourne,p98,170.4
2026-02-02,VIC,Melbourne,ulp91,148.8
2026-02-02,WA,Broome,diesel,189.8
2026-02-02,WA,Broome,p95,203.3
2026-02-02,WA,Broome,ulp91,194.3
2026-02-02,WA,Cocos Island,diesel,209.4
2026-02-02,WA,Cocos Island,p95,366.9
2026-02-02,WA,Dampier,diesel,179.6
2026-02-02,WA,Esperance,diesel,162.7
2026-02-02,WA,King Bay,diesel,179.6
2026-02-02,WA,Perth,diesel,158.9
2026-02-02,WA,Perth,p95,161.9
2026-02-02,WA,Perth,p98,176.2
2026-02-02,WA,Perth,ulp91,150.6
2026-02-02,WA,Port Hedland,diesel,187.0
2026-02-02,WA,Port Hedland,ulp91,177.5
2026-02-03,NSW,Newcastle,diesel,159.6
2026-02-03,NSW,Sydney,diesel,159.5
2026-02-03,NSW,Sydney,e10,150.5
2026-02-03,NSW,Sydney,p95,158.1
2026-02-03,NSW,Sydney,p98,171.9
2026-02-03,NSW,Sydney,ulp91,150.0
2026-02-03,NT,Darwin,diesel,165.2
2026-02-03,NT,Darwin,p95,164.4
2026-02-03,NT,Darwin,ulp91,154.2
2026-02-03,QLD,Brisbane,b5,166.8
2026-02-03,QLD,Brisbane,diesel,158.2
2026-02-03,QLD,Brisbane,e10,149.6
2026-02-03,QLD,Brisbane,p95,156.3
2026-02-03,QLD,Brisbane,p98,170.3
2026-02-03,QLD,Brisbane,ulp91,148.3
2026-02-03,QLD,Cairns,diesel,163.8
2026-02-03,QLD,Cairns,p95,167.4
2026-02-03,QLD,Cairns,ulp91,155.2
2026-02-03,QLD,Gladstone,diesel,162.2
2026-02-03,QLD,Gladstone,p95,161.3
2026-02-03,QLD,Gladstone,ulp91,154.9
2026-02-03,QLD,Mackay,diesel,162.2
2026-02-03,QLD,Mackay,ulp91,155.4
2026-02-03,QLD,Townsville,diesel,163.4
2026-02-03,QLD,Townsville,p95,162.9
2026-02-03,QLD,Townsville,p98,179.2
2026-02-03,QLD,Townsville,ulp91,154.9
2026-02-03,QLD,Weipa,diesel,173.4
2026-02-03,QLD,Weipa,ulp91,177.9
2026-02-03,SA,Adelaide,diesel,160.0
2026-02-03,SA,Adelaide,e10,151.6
2026-02-03,SA,Adelaide,p95,157.1
2026-02-03,SA,Adelaide,p98,172.1
2026-02-03,SA,Adelaide,ulp91,149.7
2026-02-03,SA,Port Lincoln,diesel,167.8
2026-02-03,SA,Port Lincoln,p98,182.0
2026-02-03,SA,Port Lincoln,ulp91,157.5
2026-02-03,TAS,Devonport,diesel,165.7
2026-02-03,TAS,Devonport,p95,164.8
2026-02-03,TAS,Devonport,ulp91,154.3
2026-02-03,TAS,Hobart,diesel,165.0
2026-02-03,TAS,Hobart,p95,164.9
2026-02-03,TAS,Hobart,p98,180.6
2026-02-03,TAS,Hobart,ulp91,154.3
2026-02-03,VIC,Geelong,diesel,158.6
2026-02-03,VIC,Geelong,p95,155.5
2026-02-03,VIC,Geelong,p98,169.9
2026-02-03,VIC,Geelong,ulp91,147.5
2026-02-03,VIC,Melbourne,diesel,158.6
2026-02-03,VIC,Melbourne,e10,148.8
2026-02-03,VIC,Melbourne,p95,155.5
2026-02-03,VIC,Melbourne,p98,169.9
2026-02-03,VIC,Melbourne,ulp91,147.5
2026-02-03,WA,Broome,diesel,189.8
2026-02-03,WA,Broome,p95,201.4
2026-02-03,WA,Broome,ulp91,192.4
2026-02-03,WA,Cocos Island,diesel,210.0
2026-02-03,WA,Cocos Island,p95,372.1
2026-02-03,WA,Dampier,diesel,180.3
2026-02-03,WA,Esperance,diesel,162.9
2026-02-03,WA,King Bay,diesel,180.3
2026-02-03,WA,Perth,diesel,158.9
2026-02-03,WA,Perth,p95,161.7
2026-02-03,WA,Perth,p98,175.8
2026-02-03,WA,Perth,ulp91,149.6
2026-02-03,WA,Port Hedland,diesel,187.1
2026-02-04,NSW,Newcastle,diesel,160.1
2026-02-04,NSW,Sydney,diesel,160.0
2026-02-04,NSW,Sydney,e10,150.5
2026-02-04,NSW,Sydney,p95,158.0
2026-02-04,NSW,Sydney,p98,171.8
2026-02-04,NSW,Sydney,ulp91,150.0
2026-02-04,NT,Darwin,diesel,165.8
2026-02-04,NT,Darwin,p95,164.4
2026-02-04,NT,Darwin,ulp91,154.2
2026-02-04,QLD,Brisbane,b5,167.3
2026-02-04,QLD,Brisbane,diesel,158.7
2026-02-04,QLD,Brisbane,e10,149.6
2026-02-04,QLD,Brisbane,p95,156.2
2026-02-04,QLD,Brisbane,p98,170.2
2026-02-04,QLD,Brisbane,ulp91,148.3
2026-02-04,QLD,Cairns,diesel,164.3
2026-02-04,QLD,Cairns,p95,167.3
2026-02-04,QLD,Cairns,ulp91,155.2
2026-02-04,QLD,Gladstone,diesel,162.7
2026-02-04,QLD,Gladstone,p95,161.2
2026-02-04,QLD,Gladstone,ulp91,154.9
2026-02-04,QLD,Mackay,diesel,162.7
2026-02-04,QLD,Mackay,ulp91,155.4
2026-02-04,QLD,Townsville,diesel,163.9
2026-02-04,QLD,Townsville,p95,162.9
2026-02-04,QLD,Townsville,p98,179.1
2026-02-04,QLD,Townsville,ulp91,154.9
2026-02-04,QLD,Weipa,diesel,173.8
2026-02-04,QLD,Weipa,ulp91,177.8
2026-02-04,SA,Adelaide,diesel,160.5
2026-02-04,SA,Adelaide,e10,151.5
2026-02-04,SA,Adelaide,p95,157.1
2026-02-04,SA,Adelaide,p98,172.0
2026-02-04,SA,Adelaide,ulp91,149.7
2026-02-04,SA,Port Lincoln,diesel,168.2
2026-02-04,SA,Port Lincoln,p98,181.9
2026-02-04,SA,Port Lincoln,ulp91,157.5
2026-02-04,TAS,Devonport,diesel,166.2
2026-02-04,TAS,Devonport,p95,164.7
2026-02-04,TAS,Devonport,ulp91,154.2
2026-02-04,TAS,Hobart,diesel,165.5
2026-02-04,TAS,Hobart,p95,164.8
2026-02-04,TAS,Hobart,p98,180.5
2026-02-04,TAS,Hobart,ulp91,154.3
2026-02-04,VIC,Geelong,diesel,159.1
2026-02-04,VIC,Geelong,p95,155.4
2026-02-04,VIC,Geelong,p98,169.8
2026-02-04,VIC,Geelong,ulp91,147.5
2026-02-04,VIC,Melbourne,diesel,159.1
2026-02-04,VIC,Melbourne,e10,148.8
2026-02-04,VIC,Melbourne,p95,155.4
2026-02-04,VIC,Melbourne,p98,169.8
2026-02-04,VIC,Melbourne,ulp91,147.5
2026-02-04,WA,Broome,diesel,190.3
2026-02-04,WA,Broome,p95,201.1
2026-02-04,WA,Broome,ulp91,192.2
2026-02-04,WA,Cocos Island,diesel,210.4
2026-02-04,WA,Cocos Island,p95,372.1
2026-02-04,WA,Dampier,diesel,180.8
2026-02-04,WA,Esperance,diesel,163.3
2026-02-04,WA,King Bay,diesel,180.8
